INEGI. Censo de Población y Vivienda 2010: Tabulados del Cuestionario Básico;;;;;;;;;;;
Fecha de elaboración: 25/02/2011;;;;;;;;;;;
;;;;;;;;;;;
Viviendas particulares habitadas por municipio, disponibilidad de energía eléctrica y agua;;;;;;;;;;;Vivienda 9
según disponibilidad de drenaje y lugar de desalojo;;;;;;;;;;;
;;;;;;;;;;;
Entidad federativa;Municipio;Energía eléctrica;Disponibilidad de agua;Viviendas particulares habitadas1;Disponen de drenaje;;;;;No tiene drenaje;No especificado
;;;;;Lugar de desalojo;;;;;;
;;;;;Total;Red pública;Fosa séptica;Tubería que va a dar a una barranca o grieta;Tubería que va a dar a un río, lago o mar;;
;;;;;;;;;;;
14 Jalisco;067 Puerto Vallarta;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;662;597;38;553;3;3;56;9
14 Jalisco;067 Puerto Vallarta;Disponen de energía eléctrica;No especificado;281;120;92;27;0;1;5;156
14 Jalisco;067 Puerto Vallarta;No disponen de energía eléctrica;Total;252;167;58;102;4;3;78;7
14 Jalisco;067 Puerto Vallarta;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;54;47;38;8;1;0;6;1
14 Jalisco;067 Puerto Vallarta;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;23;21;10;10;1;0;2;0
14 Jalisco;067 Puerto Vallarta;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);5;4;0;4;0;0;1;0
14 Jalisco;067 Puerto Vallarta;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;79;47;5;42;0;0;31;1
14 Jalisco;067 Puerto Vallarta;No disponen de energía eléctrica;Agua de pipa;24;14;0;14;0;0;10;0
14 Jalisco;067 Puerto Vallarta;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;60;31;2;24;2;3;26;3
14 Jalisco;067 Puerto Vallarta;No disponen de energía eléctrica;No especificado;7;3;3;0;0;0;2;2
14 Jalisco;067 Puerto Vallarta;No especificado;Total;288;70;48;22;0;0;1;217
14 Jalisco;067 Puerto Vallarta;No especificado;Agua entubada dentro de la vivienda;44;44;40;4;0;0;0;0
14 Jalisco;067 Puerto Vallarta;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;5;5;1;4;0;0;0;0
14 Jalisco;067 Puerto Vallarta;No especificado;Agua entubada de llave pública (o hidrante);5;4;0;4;0;0;0;1
14 Jalisco;067 Puerto Vallarta;No especificado;Agua entubada que acarrean de otra vivienda;1;0;0;0;0;0;1;0
14 Jalisco;067 Puerto Vallarta;No especificado;Agua de pipa;6;6;0;6;0;0;0;0
14 Jalisco;067 Puerto Vallarta;No especificado;Agua de pozo, río, lago, arroyo u otra;4;4;0;4;0;0;0;0
14 Jalisco;067 Puerto Vallarta;No especificado;No especificado;223;7;7;0;0;0;0;216
14 Jalisco;069 Quitupan;Total;Total;2.394;2.026;1.086;666;180;94;356;12
14 Jalisco;069 Quitupan;Total;Agua entubada dentro de la vivienda;1.389;1.311;968;233;56;54;74;4
14 Jalisco;069 Quitupan;Total;Agua entubada fuera de la vivienda pero dentro del terreno;343;296;74;180;30;12;47;0
14 Jalisco;069 Quitupan;Total;Agua entubada de llave pública (o hidrante);20;15;1;12;1;1;5;0
14 Jalisco;069 Quitupan;Total;Agua entubada que acarrean de otra vivienda;41;30;16;11;1;2;11;0
14 Jalisco;069 Quitupan;Total;Agua de pipa;13;5;0;4;1;0;8;0
14 Jalisco;069 Quitupan;Total;Agua de pozo, río, lago, arroyo u otra;574;364;24;224;91;25;204;6
14 Jalisco;069 Quitupan;Total;No especificado;14;5;3;2;0;0;7;2
14 Jalisco;069 Quitupan;Disponen de energía eléctrica;Total;2.329;1.997;1.082;652;169;94;321;11
14 Jalisco;069 Quitupan;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.373;1.301;965;227;55;54;68;4
14 Jalisco;069 Quitupan;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;342;295;74;179;30;12;47;0
14 Jalisco;069 Quitupan;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);20;15;1;12;1;1;5;0
14 Jalisco;069 Quitupan;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;39;30;16;11;1;2;9;0
14 Jalisco;069 Quitupan;Disponen de energía eléctrica;Agua de pipa;12;5;0;4;1;0;7;0
14 Jalisco;069 Quitupan;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;532;346;23;217;81;25;180;6
14 Jalisco;069 Quitupan;Disponen de energía eléctrica;No especificado;11;5;3;2;0;0;5;1
14 Jalisco;069 Quitupan;No disponen de energía eléctrica;Total;62;28;4;13;11;0;34;0
14 Jalisco;069 Quitupan;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;16;10;3;6;1;0;6;0
14 Jalisco;069 Quitupan;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;1;0;0;0;0;0;1;0
14 Jalisco;069 Quitupan;No disponen de energía eléctrica;Agua de pipa;1;0;0;0;0;0;1;0
14 Jalisco;069 Quitupan;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;42;18;1;7;10;0;24;0
14 Jalisco;069 Quitupan;No disponen de energía eléctrica;No especificado;2;0;0;0;0;0;2;0
14 Jalisco;069 Quitupan;No especificado;Total;3;1;0;1;0;0;1;1
14 Jalisco;069 Quitupan;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;1;1;0;1;0;0;0;0
14 Jalisco;069 Quitupan;No especificado;Agua entubada que acarrean de otra vivienda;1;0;0;0;0;0;1;0
14 Jalisco;069 Quitupan;No especificado;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;071 San Cristóbal de la Barranca;Total;Total;766;684;227;437;3;17;55;27
14 Jalisco;071 San Cristóbal de la Barranca;Total;Agua entubada dentro de la vivienda;511;473;220;241;3;9;22;16
14 Jalisco;071 San Cristóbal de la Barranca;Total;Agua entubada fuera de la vivienda pero dentro del terreno;121;103;5;97;0;1;16;2
14 Jalisco;071 San Cristóbal de la Barranca;Total;Agua entubada de llave pública (o hidrante);7;6;0;5;0;1;1;0
14 Jalisco;071 San Cristóbal de la Barranca;Total;Agua entubada que acarrean de otra vivienda;8;3;0;2;0;1;2;3
14 Jalisco;071 San Cristóbal de la Barranca;Total;Agua de pipa;3;3;0;3;0;0;0;0
14 Jalisco;071 San Cristóbal de la Barranca;Total;Agua de pozo, río, lago, arroyo u otra;111;93;1;87;0;5;13;5
14 Jalisco;071 San Cristóbal de la Barranca;Total;No especificado;5;3;1;2;0;0;1;1
14 Jalisco;071 San Cristóbal de la Barranca;Disponen de energía eléctrica;Total;749;675;226;429;3;17;51;23
14 Jalisco;071 San Cristóbal de la Barranca;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;504;468;219;237;3;9;21;15
14 Jalisco;071 San Cristóbal de la Barranca;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;117;101;5;95;0;1;14;2
14 Jalisco;071 San Cristóbal de la Barranca;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);7;6;0;5;0;1;1;0
14 Jalisco;071 San Cristóbal de la Barranca;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;7;3;0;2;0;1;2;2
14 Jalisco;071 San Cristóbal de la Barranca;Disponen de energía eléctrica;Agua de pipa;3;3;0;3;0;0;0;0
14 Jalisco;071 San Cristóbal de la Barranca;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;107;91;1;85;0;5;12;4
14 Jalisco;071 San Cristóbal de la Barranca;Disponen de energía eléctrica;No especificado;4;3;1;2;0;0;1;0
14 Jalisco;071 San Cristóbal de la Barranca;No disponen de energía eléctrica;Total;14;9;1;8;0;0;3;2
14 Jalisco;071 San Cristóbal de la Barranca;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;6;5;1;4;0;0;0;1
14 Jalisco;071 San Cristóbal de la Barranca;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;4;2;0;2;0;0;2;0
14 Jalisco;071 San Cristóbal de la Barranca;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;1;0;0;0;0;0;0;1
14 Jalisco;071 San Cristóbal de la Barranca;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;3;2;0;2;0;0;1;0
14 Jalisco;071 San Cristóbal de la Barranca;No especificado;Total;3;0;0;0;0;0;1;2
14 Jalisco;071 San Cristóbal de la Barranca;No especificado;Agua entubada dentro de la vivienda;1;0;0;0;0;0;1;0
14 Jalisco;071 San Cristóbal de la Barranca;No especificado;Agua de pozo, río, lago, arroyo u otra;1;0;0;0;0;0;0;1
14 Jalisco;071 San Cristóbal de la Barranca;No especificado;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;072 San Diego de Alejandría;Total;Total;1.531;1.416;1.211;155;40;10;101;14
14 Jalisco;072 San Diego de Alejandría;Total;Agua entubada dentro de la vivienda;1.425;1.347;1.194;118;26;9;69;9
14 Jalisco;072 San Diego de Alejandría;Total;Agua entubada fuera de la vivienda pero dentro del terreno;41;35;15;16;4;0;6;0
14 Jalisco;072 San Diego de Alejandría;Total;Agua entubada de llave pública (o hidrante);3;2;0;2;0;0;1;0
14 Jalisco;072 San Diego de Alejandría;Total;Agua entubada que acarrean de otra vivienda;10;3;0;3;0;0;7;0
14 Jalisco;072 San Diego de Alejandría;Total;Agua de pipa;7;4;0;2;2;0;3;0
14 Jalisco;072 San Diego de Alejandría;Total;Agua de pozo, río, lago, arroyo u otra;38;24;1;14;8;1;14;0
14 Jalisco;072 San Diego de Alejandría;Total;No especificado;7;1;1;0;0;0;1;5
14 Jalisco;072 San Diego de Alejandría;Disponen de energía eléctrica;Total;1.506;1.406;1.202;154;40;10;91;9
14 Jalisco;072 San Diego de Alejandría;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.410;1.338;1.186;117;26;9;64;8
14 Jalisco;072 San Diego de Alejandría;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;39;34;14;16;4;0;5;0
14 Jalisco;072 San Diego de Alejandría;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);3;2;0;2;0;0;1;0
14 Jalisco;072 San Diego de Alejandría;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;9;3;0;3;0;0;6;0
14 Jalisco;072 San Diego de Alejandría;Disponen de energía eléctrica;Agua de pipa;7;4;0;2;2;0;3;0
14 Jalisco;072 San Diego de Alejandría;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;36;24;1;14;8;1;12;0
14 Jalisco;072 San Diego de Alejandría;Disponen de energía eléctrica;No especificado;2;1;1;0;0;0;0;1
14 Jalisco;072 San Diego de Alejandría;No disponen de energía eléctrica;Total;19;8;7;1;0;0;10;1
14 Jalisco;072 San Diego de Alejandría;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;13;7;6;1;0;0;5;1
14 Jalisco;072 San Diego de Alejandría;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;2;1;1;0;0;0;1;0
14 Jalisco;072 San Diego de Alejandría;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;1;0;0;0;0;0;1;0
14 Jalisco;072 San Diego de Alejandría;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;2;0;0;0;0;0;2;0
14 Jalisco;072 San Diego de Alejandría;No disponen de energía eléctrica;No especificado;1;0;0;0;0;0;1;0
14 Jalisco;072 San Diego de Alejandría;No especificado;Total;6;2;2;0;0;0;0;4
14 Jalisco;072 San Diego de Alejandría;No especificado;Agua entubada dentro de la vivienda;2;2;2;0;0;0;0;0
14 Jalisco;072 San Diego de Alejandría;No especificado;No especificado;4;0;0;0;0;0;0;4
14 Jalisco;113 San Gabriel;Total;Total;3.915;3.596;2.787;668;108;33;242;77
14 Jalisco;113 San Gabriel;Total;Agua entubada dentro de la vivienda;3.127;2.996;2.464;436;67;29;106;25
14 Jalisco;113 San Gabriel;Total;Agua entubada fuera de la vivienda pero dentro del terreno;480;390;244;114;31;1;77;13
14 Jalisco;113 San Gabriel;Total;Agua entubada de llave pública (o hidrante);48;38;17;21;0;0;8;2
14 Jalisco;113 San Gabriel;Total;Agua entubada que acarrean de otra vivienda;87;62;38;21;3;0;20;5
14 Jalisco;113 San Gabriel;Total;Agua de pipa;91;62;6;51;5;0;26;3
14 Jalisco;113 San Gabriel;Total;Agua de pozo, río, lago, arroyo u otra;48;44;16;24;2;2;2;2
14 Jalisco;113 San Gabriel;Total;No especificado;34;4;2;1;0;1;3;27
14 Jalisco;113 San Gabriel;Disponen de energía eléctrica;Total;3.818;3.544;2.764;644;103;33;211;63
14 Jalisco;113 San Gabriel;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;3.085;2.965;2.445;426;65;29;95;25
14 Jalisco;113 San Gabriel;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;473;386;242;113;30;1;75;12
14 Jalisco;113 San Gabriel;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);48;38;17;21;0;0;8;2
14 Jalisco;113 San Gabriel;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;68;54;38;13;3;0;10;4
14 Jalisco;113 San Gabriel;Disponen de energía eléctrica;Agua de pipa;78;57;5;48;4;0;18;3
14 Jalisco;113 San Gabriel;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;45;41;16;22;1;2;2;2
14 Jalisco;113 San Gabriel;Disponen de energía eléctrica;No especificado;21;3;1;1;0;1;3;15
14 Jalisco;113 San Gabriel;No disponen de energía eléctrica;Total;82;50;22;23;5;0;30;2
14 Jalisco;113 San Gabriel;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;40;29;18;9;2;0;11;0
14 Jalisco;113 San Gabriel;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;6;4;2;1;1;0;1;1
14 Jalisco;113 San Gabriel;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;19;8;0;8;0;0;10;1
14 Jalisco;113 San Gabriel;No disponen de energía eléctrica;Agua de pipa;13;5;1;3;1;0;8;0
14 Jalisco;113 San Gabriel;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;3;3;0;2;1;0;0;0
14 Jalisco;113 San Gabriel;No disponen de energía eléctrica;No especificado;1;1;1;0;0;0;0;0
14 Jalisco;113 San Gabriel;No especificado;Total;15;2;1;1;0;0;1;12
14 Jalisco;113 San Gabriel;No especificado;Agua entubada dentro de la vivienda;2;2;1;1;0;0;0;0
14 Jalisco;113 San Gabriel;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;1;0;0;0;0;0;1;0
14 Jalisco;113 San Gabriel;No especificado;No especificado;12;0;0;0;0;0;0;12
14 Jalisco;125 San Ignacio Cerro Gordo;Total;Total;4.167;3.991;2.638;1.304;45;4;159;17
14 Jalisco;125 San Ignacio Cerro Gordo;Total;Agua entubada dentro de la vivienda;3.300;3.248;2.258;952;35;3;45;7
14 Jalisco;125 San Ignacio Cerro Gordo;Total;Agua entubada fuera de la vivienda pero dentro del terreno;194;173;53;118;1;1;21;0
14 Jalisco;125 San Ignacio Cerro Gordo;Total;Agua entubada de llave pública (o hidrante);94;93;79;14;0;0;1;0
14 Jalisco;125 San Ignacio Cerro Gordo;Total;Agua entubada que acarrean de otra vivienda;74;60;29;30;1;0;14;0
14 Jalisco;125 San Ignacio Cerro Gordo;Total;Agua de pipa;35;22;1;18;3;0;13;0
14 Jalisco;125 San Ignacio Cerro Gordo;Total;Agua de pozo, río, lago, arroyo u otra;455;389;213;171;5;0;63;3
14 Jalisco;125 San Ignacio Cerro Gordo;Total;No especificado;15;6;5;1;0;0;2;7
14 Jalisco;125 San Ignacio Cerro Gordo;Disponen de energía eléctrica;Total;4.114;3.967;2.630;1.288;45;4;134;13
14 Jalisco;125 San Ignacio Cerro Gordo;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;3.282;3.237;2.254;945;35;3;38;7
14 Jalisco;125 San Ignacio Cerro Gordo;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;189;169;53;114;1;1;20;0
14 Jalisco;125 San Ignacio Cerro Gordo;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);92;92;79;13;0;0;0;0
14 Jalisco;125 San Ignacio Cerro Gordo;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;67;57;26;30;1;0;10;0
14 Jalisco;125 San Ignacio Cerro Gordo;Disponen de energía eléctrica;Agua de pipa;33;22;1;18;3;0;11;0
14 Jalisco;125 San Ignacio Cerro Gordo;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;441;384;212;167;5;0;54;3
14 Jalisco;125 San Ignacio Cerro Gordo;Disponen de energía eléctrica;No especificado;10;6;5;1;0;0;1;3
14 Jalisco;125 San Ignacio Cerro Gordo;No disponen de energía eléctrica;Total;48;23;8;15;0;0;25;0
14 Jalisco;125 San Ignacio Cerro Gordo;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;17;10;4;6;0;0;7;0
14 Jalisco;125 San Ignacio Cerro Gordo;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;5;4;0;4;0;0;1;0
14 Jalisco;125 San Ignacio Cerro Gordo;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);2;1;0;1;0;0;1;0
14 Jalisco;125 San Ignacio Cerro Gordo;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;7;3;3;0;0;0;4;0
14 Jalisco;125 San Ignacio Cerro Gordo;No disponen de energía eléctrica;Agua de pipa;2;0;0;0;0;0;2;0
14 Jalisco;125 San Ignacio Cerro Gordo;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;14;5;1;4;0;0;9;0
14 Jalisco;125 San Ignacio Cerro Gordo;No disponen de energía eléctrica;No especificado;1;0;0;0;0;0;1;0
14 Jalisco;125 San Ignacio Cerro Gordo;No especificado;Total;5;1;0;1;0;0;0;4
14 Jalisco;125 San Ignacio Cerro Gordo;No especificado;Agua entubada dentro de la vivienda;1;1;0;1;0;0;0;0
14 Jalisco;125 San Ignacio Cerro Gordo;No especificado;No especificado;4;0;0;0;0;0;0;4
14 Jalisco;073 San Juan de los Lagos;Total;Total;15.056;14.433;12.371;1.235;656;171;542;81
14 Jalisco;073 San Juan de los Lagos;Total;Agua entubada dentro de la vivienda;12.561;12.453;11.385;619;330;119;86;22
14 Jalisco;073 San Juan de los Lagos;Total;Agua entubada fuera de la vivienda pero dentro del terreno;549;465;240;145;67;13;81;3
14 Jalisco;073 San Juan de los Lagos;Total;Agua entubada de llave pública (o hidrante);389;377;330;37;7;3;9;3
14 Jalisco;073 San Juan de los Lagos;Total;Agua entubada que acarrean de otra vivienda;165;93;48;19;21;5;69;3
14 Jalisco;073 San Juan de los Lagos;Total;Agua de pipa;382;291;158;62;65;6;89;2
14 Jalisco;073 San Juan de los Lagos;Total;Agua de pozo, río, lago, arroyo u otra;941;732;193;351;166;22;203;6
14 Jalisco;073 San Juan de los Lagos;Total;No especificado;69;22;17;2;0;3;5;42
14 Jalisco;073 San Juan de los Lagos;Disponen de energía eléctrica;Total;14.938;14.384;12.339;1.226;649;170;513;41
14 Jalisco;073 San Juan de los Lagos;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;12.537;12.431;11.367;617;329;118;84;22
14 Jalisco;073 San Juan de los Lagos;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;545;462;238;144;67;13;80;3
14 Jalisco;073 San Juan de los Lagos;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);386;374;328;36;7;3;9;3
14 Jalisco;073 San Juan de los Lagos;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;149;87;45;18;19;5;59;3
14 Jalisco;073 San Juan de los Lagos;Disponen de energía eléctrica;Agua de pipa;373;286;158;60;62;6;85;2
14 Jalisco;073 San Juan de los Lagos;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;922;725;189;349;165;22;191;6
14 Jalisco;073 San Juan de los Lagos;Disponen de energía eléctrica;No especificado;26;19;14;2;0;3;5;2
14 Jalisco;073 San Juan de los Lagos;No disponen de energía eléctrica;Total;70;42;26;9;6;1;28;0
14 Jalisco;073 San Juan de los Lagos;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;19;17;13;2;1;1;2;0
14 Jalisco;073 San Juan de los Lagos;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;3;3;2;1;0;0;0;0
14 Jalisco;073 San Juan de los Lagos;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);3;3;2;1;0;0;0;0
14 Jalisco;073 San Juan de los Lagos;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;16;6;3;1;2;0;10;0
14 Jalisco;073 San Juan de los Lagos;No disponen de energía eléctrica;Agua de pipa;9;5;0;2;3;0;4;0
14 Jalisco;073 San Juan de los Lagos;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;18;6;4;2;0;0;12;0
14 Jalisco;073 San Juan de los Lagos;No disponen de energía eléctrica;No especificado;2;2;2;0;0;0;0;0
14 Jalisco;073 San Juan de los Lagos;No especificado;Total;48;7;6;0;1;0;1;40
14 Jalisco;073 San Juan de los Lagos;No especificado;Agua entubada dentro de la vivienda;5;5;5;0;0;0;0;0
14 Jalisco;073 San Juan de los Lagos;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;1;0;0;0;0;0;1;0
14 Jalisco;073 San Juan de los Lagos;No especificado;Agua de pozo, río, lago, arroyo u otra;1;1;0;0;1;0;0;0
14 Jalisco;073 San Juan de los Lagos;No especificado;No especificado;41;1;1;0;0;0;0;40
14 Jalisco;007 San Juanito de Escobedo;Total;Total;2.315;2.248;2.002;240;2;4;62;5
14 Jalisco;007 San Juanito de Escobedo;Total;Agua entubada dentro de la vivienda;1.834;1.803;1.659;139;2;3;29;2
14 Jalisco;007 San Juanito de Escobedo;Total;Agua entubada fuera de la vivienda pero dentro del terreno;437;413;327;85;0;1;23;1
14 Jalisco;007 San Juanito de Escobedo;Total;Agua entubada de llave pública (o hidrante);5;2;1;1;0;0;3;0
14 Jalisco;007 San Juanito de Escobedo;Total;Agua entubada que acarrean de otra vivienda;27;21;11;10;0;0;6;0
14 Jalisco;007 San Juanito de Escobedo;Total;Agua de pipa;6;6;1;5;0;0;0;0
14 Jalisco;007 San Juanito de Escobedo;Total;Agua de pozo, río, lago, arroyo u otra;3;2;2;0;0;0;1;0
14 Jalisco;007 San Juanito de Escobedo;Total;No especificado;3;1;1;0;0;0;0;2
14 Jalisco;007 San Juanito de Escobedo;Disponen de energía eléctrica;Total;2.284;2.225;1.990;229;2;4;55;4
14 Jalisco;007 San Juanito de Escobedo;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.822;1.794;1.651;138;2;3;26;2
